Timestamp,Open,High,Low,Close,Volume
2024-09-16 00:00:00,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 00:20:39,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 00:41:18,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 01:01:57,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 01:22:36,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 01:43:15,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 02:03:54,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 02:24:33,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 02:45:12,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 03:05:51,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 03:26:30,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 03:47:09,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 04:07:48,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 04:28:27,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 04:49:06,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 05:09:45,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 05:30:24,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 05:51:03,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 06:11:42,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 06:32:21,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 06:53:00,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 07:13:39,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 07:34:18,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 07:54:57,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 08:15:36,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
2024-09-16 08:36:15,419.0136913511503,419.0136913511503,419.0136913511503,428.4240778684946,0
